6.214200, 34635.124493, 82.571922, 82.571922
6.220200, 34638.848727, 82.547724, 82.547724
6.504200, 33658.754713, 76.721197, 76.721197
6.510201, 33755.529919, 76.330319, 76.330319
6.513000, 33845.077804, 76.219373, 76.219373
6.519001, 33935.289499, 76.192447, 76.192447
6.598001, 33655.266718, 75.206579, 75.206579
6.604001, 33720.818008, 75.148521, 75.148521
6.606801, 33750.667441, 75.041171, 75.041171
6.612801, 33798.983734, 75.014681, 75.014681
7.061200, 31480.101828, 72.673433, 72.673433
7.067200, 31575.123684, 72.293556, 72.293556
7.070000, 31672.188645, 72.162510, 72.162510
7.076000, 31768.350735, 72.112335, 72.112335
7.155000, 31530.916938, 71.269165, 71.269165
7.161000, 31606.257141, 71.195854, 71.195854
7.163800, 31643.812125, 71.090772, 71.090772
7.169800, 31699.164600, 71.052538, 71.052538
8.049601, 28693.345033, 63.347944, 63.347944
8.055600, 28812.665782, 62.833023, 62.833023
8.058400, 28945.207587, 62.674691, 62.674691
8.064401, 29070.186099, 62.592705, 62.592705
8.143400, 28863.136126, 61.913748, 61.913748
8.149401, 28960.343951, 61.821142, 61.821142
8.152201, 29018.546328, 61.713733, 61.713733
8.158200, 29092.498903, 61.662297, 61.662297
8.999201, 26121.510754, 55.663401, 55.663401
9.005200, 26254.450906, 55.261079, 55.261079
9.008000, 26394.211855, 55.085460, 55.085460
9.014001, 26527.818943, 54.977670, 54.977670
9.093000, 26329.824392, 54.402768, 54.402768
9.099001, 26434.182245, 54.297565, 54.297565
9.101801, 26501.171603, 54.188386, 54.188386
9.107800, 26583.981888, 54.123903, 54.123903
